5 ,0.0, 0.0
13 ,0.0, 0.0
21 ,0.0, 0.0
29 ,0.0, 0.0
37 ,0.0, 0.0
45 ,0.0, 0.0
53 ,0.0, 0.0
61 ,0.0, 0.0
69 ,0.0, 0.0
77 ,0.0, 0.0
84 ,0.0, 0.0
92 ,0.0, 0.0
99 ,0.0, 0.0
107 ,0.0, 0.0
115 ,0.0, 0.0
123 ,0.0, 0.0
130 ,0.0, 0.0
137 ,0.0, 0.0
145 ,0.0, 0.0
153 ,0.0, 0.0
162 ,0.0, 0.0
171 ,0.0, 0.0
179 ,0.0, 0.0
187 ,0.0, 0.0
194 ,0.0, 0.0
202 ,0.0, 0.0
209 ,0.0, 0.0
217 ,0.0, 0.0
224 ,0.0, 0.0
232 ,0.0, 0.0
239 ,0.0, 0.0
246 ,0.0, 0.0
254 ,0.0, 0.0
263 ,0.0, 0.0
272 ,0.0, 0.0
282 ,0.0, 0.0
290 ,0.0, 0.0
298 ,0.0, 0.0
306 ,0.0, 0.0
313 ,0.0, 0.0
320 ,0.0, 0.0
328 ,0.0, 0.0
335 ,0.0, 0.0
342 ,0.0, 0.0
349 ,0.0, 0.0
357 ,0.0, 0.0
365 ,0.0, 0.0
375 ,0.0, 0.0
384 ,0.0, 0.0
393 ,0.0, 0.0
401 ,0.0, 0.0
409 ,0.0, 0.0
416 ,0.0, 0.0
423 ,0.0, 0.0
430 ,0.0, 0.0
437 ,0.0, 0.0
445 ,0.0, 0.0
452 ,0.0, 0.0
459 ,0.0, 0.0
466 ,0.0, 0.0
474 ,0.0, 0.0
483 ,0.0, 0.0
494 ,0.0, 0.0
505 ,0.0, 0.0
514 ,0.0, 0.0
522 ,0.0, 0.0
529 ,0.0, 0.0
536 ,0.0, 0.0
543 ,0.0, 0.0
550 ,0.0, 0.0
557 ,0.0, 0.0
564 ,0.0, 0.0
571 ,0.0, 0.0
579 ,0.0, 0.0
588 ,0.0, 0.0
597 ,0.0, 0.0
606 ,0.0, 0.0
623 ,0.0, 0.0
631 ,0.0, 0.0
640 ,0.0, 0.0
648 ,0.0, 0.0
655 ,0.0, 0.0
663 ,0.0, 0.0
670 ,0.0, 0.0
677 ,0.0, 0.0
684 ,0.0, 0.0
692 ,0.0, 0.0
700 ,0.0, 0.0
709 ,0.0, 0.0
718 ,0.0, 0.0
726 ,0.0, 0.0
734 ,0.0, 0.0
742 ,0.0, 0.0
751 ,0.0, 0.0
760 ,0.0, 0.0
768 ,0.0, 0.0
776 ,0.0, 0.0
784 ,0.0, 0.0
791 ,0.0, 0.0
799 ,0.0, 0.0
810 ,0.0, 0.0
820 ,0.0, 0.0
828 ,0.0, 0.0
836 ,0.0, 0.0
844 ,0.0, 0.0
852 ,0.0, 0.0
861 ,0.0, 0.0
869 ,0.0, 0.0
878 ,0.0, 0.0
886 ,0.0, 0.0
894 ,0.0, 0.0
901 ,0.0, 0.0
910 ,0.0, 0.0
919 ,0.0, 0.0
927 ,0.0, 0.0
936 ,0.0, 0.0
944 ,0.0, 0.0
956 ,0.0, 0.0
964 ,0.0, 0.0
