5 ,0.0, 0.2
13 ,0.0, 0.3
21 ,0.0, 0.3
29 ,0.0, 0.4
37 ,0.0, 0.5
45 ,0.0, 0.5
53 ,0.0, 0.6
61 ,0.0, 0.8
69 ,0.0, 0.8
77 ,0.0, 0.9
84 ,0.0, 0.9
92 ,0.0, 1.0
99 ,0.0, 1.0
107 ,0.0, 1.2
115 ,0.0, 1.3
123 ,0.0, 1.4
130 ,0.0, 1.4
137 ,0.0, 1.6
145 ,0.0, 1.6
153 ,0.0, 1.7
162 ,0.0, 1.8
171 ,0.0, 1.8
179 ,0.0, 2.0
187 ,0.0, 2.0
194 ,0.0, 2.1
202 ,0.0, 2.1
209 ,0.0, 2.3
217 ,0.0, 2.5
224 ,0.0, 2.5
232 ,0.0, 2.6
239 ,0.0, 2.6
246 ,0.0, 2.7
254 ,0.0, 2.7
263 ,0.0, 2.9
272 ,0.0, 3.1
282 ,0.0, 3.2
290 ,0.0, 3.2
298 ,0.0, 3.3
306 ,0.0, 3.3
313 ,0.0, 3.4
320 ,0.0, 3.4
328 ,0.0, 3.6
335 ,0.0, 3.7
342 ,0.0, 3.7
349 ,0.0, 3.8
357 ,0.0, 3.8
365 ,0.0, 3.9
375 ,0.0, 4.1
384 ,0.0, 4.2
393 ,0.0, 4.2
401 ,0.0, 4.2
409 ,0.0, 4.2
416 ,0.0, 4.4
423 ,0.0, 4.6
430 ,0.0, 4.6
437 ,0.0, 4.7
445 ,0.0, 4.7
452 ,0.0, 4.8
459 ,0.0, 4.8
466 ,0.0, 5.0
474 ,0.0, 5.1
483 ,0.0, 5.2
494 ,0.0, 5.2
505 ,0.0, 5.3
514 ,0.0, 5.5
522 ,0.0, 5.6
529 ,0.0, 5.6
536 ,0.0, 5.8
543 ,0.0, 5.8
550 ,0.0, 5.8
557 ,0.0, 6.0
564 ,0.0, 6.0
571 ,0.0, 6.2
579 ,0.0, 6.3
588 ,0.0, 6.3
597 ,0.0, 6.4
606 ,0.0, 6.6
623 ,0.0, 6.6
631 ,0.0, 6.7
640 ,0.0, 6.8
648 ,0.0, 6.8
655 ,0.0, 6.9
663 ,0.0, 6.9
670 ,0.0, 7.0
677 ,0.0, 7.0
684 ,0.0, 7.2
692 ,0.0, 7.2
700 ,0.0, 7.4
709 ,0.0, 7.6
718 ,0.0, 7.8
726 ,0.0, 8.0
734 ,0.0, 8.0
742 ,0.0, 8.1
751 ,0.0, 8.2
760 ,0.0, 8.2
768 ,0.0, 8.4
776 ,0.0, 8.6
784 ,0.0, 8.6
791 ,0.0, 8.8
799 ,0.0, 8.9
810 ,0.0, 8.9
820 ,0.0, 8.9
828 ,0.0, 9.0
836 ,0.0, 9.0
844 ,0.0, 9.2
852 ,0.0, 9.3
861 ,0.0, 9.3
869 ,0.0, 9.5
878 ,0.0, 9.6
886 ,0.0, 9.6
894 ,0.0, 9.7
901 ,0.0, 9.7
910 ,0.0, 9.9
919 ,0.0, 10.0
927 ,0.0, 10.0
936 ,0.0, 10.1
944 ,0.0, 10.2
956 ,0.0, 10.3
