5 ,17.5, 8.4
13 ,17.7, 8.4
21 ,17.4, 8.4
29 ,17.1, 8.4
37 ,16.7, 0.0
45 ,13.8, 0.0
53 ,11.8, 0.0
61 ,10.3, 0.0
69 ,9.1, 0.0
77 ,8.3, 0.0
84 ,7.5, 0.0
92 ,7.0, 0.0
99 ,6.4, 0.0
107 ,6.0, 0.0
115 ,5.6, 0.0
123 ,5.2, 0.0
130 ,5.7, 7.5
137 ,6.5, 7.5
145 ,7.1, 7.5
153 ,7.5, 7.5
162 ,7.8, 7.5
171 ,7.5, 0.0
179 ,7.2, 0.0
187 ,6.9, 0.0
194 ,6.6, 0.0
202 ,6.4, 0.0
209 ,6.1, 0.0
217 ,5.9, 0.0
224 ,5.7, 0.0
232 ,5.6, 0.0
239 ,5.9, 8.6
246 ,6.3, 8.6
254 ,6.6, 8.6
263 ,6.8, 8.6
272 ,6.9, 8.6
282 ,7.0, 0.0
290 ,6.7, 0.0
298 ,6.6, 0.0
306 ,6.4, 0.0
313 ,6.3, 0.0
320 ,6.1, 0.0
328 ,6.0, 0.0
335 ,5.9, 0.0
342 ,5.7, 0.0
349 ,5.9, 10.9
357 ,6.2, 10.9
365 ,6.4, 10.9
375 ,6.5, 0.0
384 ,6.3, 0.0
393 ,6.2, 0.0
401 ,6.0, 0.0
409 ,5.9, 0.0
416 ,5.8, 0.0
423 ,5.7, 0.0
430 ,5.7, 0.0
437 ,5.6, 0.0
445 ,5.5, 0.0
452 ,5.4, 0.0
459 ,5.3, 0.0
466 ,5.3, 8.9
474 ,5.5, 8.9
483 ,5.6, 8.9
494 ,5.7, 8.9
505 ,5.8, 0.0
514 ,5.7, 0.0
522 ,5.6, 0.0
529 ,5.5, 0.0
536 ,5.5, 0.0
543 ,5.4, 0.0
550 ,5.3, 0.0
557 ,5.3, 0.0
564 ,5.2, 0.0
571 ,5.1, 0.0
579 ,5.0, 0.0
588 ,5.0, 9.5
597 ,5.1, 9.5
606 ,5.3, 9.5
623 ,5.4, 9.5
631 ,5.5, 9.5
640 ,5.5, 0.0
648 ,5.4, 0.0
655 ,5.3, 0.0
663 ,5.3, 0.0
670 ,5.2, 0.0
677 ,5.2, 0.0
684 ,5.1, 0.0
692 ,5.0, 0.0
700 ,5.1, 8.2
709 ,5.2, 8.2
718 ,5.3, 8.2
726 ,5.4, 8.2
734 ,5.3, 0.0
742 ,5.3, 0.0
751 ,5.2, 0.0
760 ,5.2, 0.0
768 ,5.1, 0.0
776 ,5.1, 0.0
784 ,5.0, 0.0
791 ,5.0, 0.0
799 ,5.0, 10.0
810 ,5.1, 10.0
820 ,5.2, 10.0
828 ,5.3, 10.0
836 ,5.4, 10.0
844 ,5.5, 0.0
852 ,5.4, 0.0
861 ,5.4, 0.0
869 ,5.3, 0.0
878 ,5.3, 0.0
886 ,5.2, 0.0
894 ,5.2, 0.0
901 ,5.1, 0.0
910 ,5.1, 7.7
919 ,5.2, 7.7
927 ,5.3, 7.7
936 ,5.3, 7.7
944 ,5.4, 7.7
956 ,5.5, 0.0
964 ,5.5, 
